name,price,description,link,photo link
Ноутбук Acer Aspire E5-576G (NX.GVBEU.028),от 18 875 грн. ,"Тип - Ноутбук
Тип процессора - 6006U
Частота - 2 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1920x1080 пикс.",https://price.ua/acer/acer_aspire_e_15_e5-576g_nx_gvbeu_028/catc839t14m3276823.html,https:/images/preload.gif
Ноутбук Lenovo IdeaPad V310-15 (80T3A00TPB),14 423 грн. ,"Тип - Ноутбук
Тип процессора - Intel Core i7-7500U
Частота - 2.7 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1366x768 пикс.",https://price.ua/main/gate.html?hash=YTo0OntzOjE6InUiO2E6OTp7czoxOiJ3IjtzOjI6IjIxIjtzOjE6InMiO2k6Mjg0O3M6MToiciI7aTowO3M6MToidCI7aTo0O3M6MToicCI7aTo0O3M6MToieSI7aTq17s5022q0q7501o64471sos63s4rr69owO3M6MToibSI7aToyO3M6MToiZiI7aToyO3M6MToiZSI7aTo1O31zOjE6InkiO3M6MTA6IjQ5MTkxMDc4NTUiO3M6MToiYyI7aToxO3M6MzoiY2pzIjtpOjE7fQ%3D%3D,https:/images/preload.gif
Ноутбук ASUS UX310UA-FC039T,от 14 423 грн. ,"Тип - Ноутбук
Тип процессора - Intel Core i3-6100U
Частота - 2.3 ГГц
Диагональ экрана - 13.3 дюйм.
Разрешение экрана - 1920x1080 пикс.",https://price.ua/asus/asus_ux310ua-fc039t/catc839t14m2356510.html,https:/images/preload.gif
Ноутбук Lenovo IdeaPad 330-15IKBR (81DE01FQRA),от 15 140 грн. ,"Тип - Ноутбук
Тип процессора - Intel Core i3-7020U
Частота - 2,3 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1920x1080 пикс.",https://price.ua/lenovo/lenovo_ideapad_330-15ikbr_81de01fqra/catc839t14m3710598.html,https:/images/preload.gif
Ноутбук Lenovo IdeaPad 330-15IKB (81DC009JRA),от 12 677 грн. ,"Тип - Ноутбук
Тип процессора - Intel Pentium 4415U
Частота - 2,3 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1920x1080 пикс.",https://price.ua/lenovo/lenovo_ideapad_330-15ikb_81dc009jra/catc839t14m3710763.html,https:/images/preload.gif
Ноутбук Lenovo IdeaPad 330-15 (81DE01W0RA),от 17 299 грн. ,"Тип - Ноутбук
Тип процессора - Intel Core i5-8250U
Частота - 1,6-3,4 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1920x1080 пикс.",https://price.ua/lenovo/lenovo_ideapad_330-15_81de01w0ra/catc839t14m3712337.html,https:/images/preload.gif
Ноутбук Acer Swift 3 SF314-52-31D0 (NX.GPLEU.020),19 999 грн. ,"Тип - Ультрабук
Тип процессора - Intel Core i3-7130U
Частота - 2,7 ГГц
Диагональ экрана - 14 дюйм.
Разрешение экрана - 1920x1080 пикс.",https://price.ua/main/gate.html?hash=YTo0OntzOjE6InUiO2E6OTp7czoxOiJ3IjtzOjI6IjIxIjtzOjE6InMiO2k6Mjg0O3M6MToiciI7aTowO3M6MToidCI7aTo0O3M6MToicCI7aTo0O3M6MToieSI7aTb2b2d263ef9eae2413442fefc87851deowO3M6MToibSI7aToyO3M6MToiZiI7aToyO3M6MToiZSI7aTo1O31zOjE6InkiO3M6MTA6IjQ5MTY4MjE5NTYiO3M6MToiYyI7aToxO3M6MzoiY2pzIjtpOjE7fQ%3D%3D,https:/images/preload.gif
Ноутбук Lenovo V330-15IKB (81AX00DLPB),от 17 275 грн. ,"Тип - Ноутбук
Тип процессора - 7130U
Частота - 2.7 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1920x1080 пикс.",https://price.ua/lenovo/lenovo_v330-15ikb_81ax00dlpb/catc839t14m3394372.html,https:/images/preload.gif
Ноутбук Lenovo IdeaPad V310-15 (80T30014RA),15 999 грн. ,"Тип - Ноутбук
Тип процессора - Intel Core i5-7200U
Частота - 2.5 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1366x768 пикс.",https://price.ua/main/gate.html?hash=YTo0OntzOjE6InUiO2E6OTp7czoxOiJ3IjtzOjI6IjIxIjtzOjE6InMiO2k6Mjg0O3M6MToiciI7aTowO3M6MToidCI7aTo0O3M6MToicCI7aTo0O3M6MToieSI7aTq17s5022q0q7501o64471sos63s4rr69owO3M6MToibSI7aToyO3M6MToiZiI7aToyO3M6MToiZSI7aTo1O31zOjE6InkiO3M6MTA6IjQ5MTY3NzEwNDIiO3M6MToiYyI7aToxO3M6MzoiY2pzIjtpOjE7fQ%3D%3D,https:/images/preload.gif
Ноутбук Lenovo Ideapad 320-15 (81BG00W0PB),15 291 грн. ,"Тип - Ноутбук
Тип процессора - Intel Core i3-8130U
Частота - 2.2 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1920x1080 пикс.",https://price.ua/main/gate.html?hash=YTo0OntzOjE6InUiO2E6OTp7czoxOiJ3IjtzOjI6IjIxIjtzOjE6InMiO2k6Mjg0O3M6MToiciI7aTowO3M6MToidCI7aTo0O3M6MToicCI7aTo0O3M6MToieSI7aT183a6c9890f2ae74e41bc6698bf814d3owO3M6MToibSI7aToyO3M6MToiZiI7aToyO3M6MToiZSI7aTo1O31zOjE6InkiO3M6MTA6IjQ5MTY3NzA5ODEiO3M6MToiYyI7aToxO3M6MzoiY2pzIjtpOjE7fQ%3D%3D,https:/images/preload.gif
Ноутбук Lenovo IdeaPad 320-15IKB (80XL02RKRA),18 781 грн. ,"Тип - Ноутбук
Тип процессора - 	7200U
Частота - 2.5 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1920x1080 пикс.",https://price.ua/main/gate.html?hash=YTo0OntzOjE6InUiO2E6OTp7czoxOiJ3IjtzOjI6IjIxIjtzOjE6InMiO2k6Mjg0O3M6MToiciI7aTowO3M6MToidCI7aTo0O3M6MToicCI7aTo0O3M6MToieSI7aT183a6c9890f2ae74e41bc6698bf814d3owO3M6MToibSI7aToyO3M6MToiZiI7aToyO3M6MToiZSI7aTo1O31zOjE6InkiO3M6MTA6IjQ5MTY3NzA5NzQiO3M6MToiYyI7aToxO3M6MzoiY2pzIjtpOjE7fQ%3D%3D,https:/images/preload.gif
Ноутбук Lenovo IdeaPad 320-15 (81BG00LYPB),16 441 грн. ,"Тип - Ноутбук
Тип процессора - 8250U
Частота - 1.6 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1920x1080 пикс.",https://price.ua/main/gate.html?hash=YTo0OntzOjE6InUiO2E6OTp7czoxOiJ3IjtzOjI6IjIxIjtzOjE6InMiO2k6Mjg0O3M6MToiciI7aTowO3M6MToidCI7aTo0O3M6MToicCI7aTo0O3M6MToieSI7aTq17s5022q0q7501o64471sos63s4rr69owO3M6MToibSI7aToyO3M6MToiZiI7aToyO3M6MToiZSI7aTo1O31zOjE6InkiO3M6MTA6IjQ5MTY3NzA5NjgiO3M6MToiYyI7aToxO3M6MzoiY2pzIjtpOjE7fQ%3D%3D,https://i2.price.ua/images/offers/default/type2/image_not_found.png
Ноутбук Lenovo IdeaPad 320-15 (80XV00QWPB),11 418 грн. ,"Тип - Ноутбук
Тип процессора - AMD A6-9220
Частота - 2.5 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1920x1080 пикс.",https://price.ua/main/gate.html?hash=YTo0OntzOjE6InUiO2E6OTp7czoxOiJ3IjtzOjI6IjIxIjtzOjE6InMiO2k6Mjg0O3M6MToiciI7aTowO3M6MToidCI7aTo0O3M6MToicCI7aTo0O3M6MToieSI7aTb2b2d263ef9eae2413442fefc87851deowO3M6MToibSI7aToyO3M6MToiZiI7aToyO3M6MToiZSI7aTo1O31zOjE6InkiO3M6MTA6IjQ5MTY3NzA5NjYiO3M6MToiYyI7aToxO3M6MzoiY2pzIjtpOjE7fQ%3D%3D,https://i2.price.ua/images/model/839/3145733/2/1/type4/lenovo_ideapad_320-15_80xv00qwpb_4205898.jpg
Ноутбук HP Pavilion 15-cc502nw (2CU27EA),19 858 грн. ,"Тип - Ноутбук
Тип процессора - Intel Core i5-7200U
Частота - 2.5 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1920x1080 пикс.",https://price.ua/main/gate.html?hash=YTo0OntzOjE6InUiO2E6OTp7czoxOiJ3IjtzOjI6IjIxIjtzOjE6InMiO2k6Mjg0O3M6MToiciI7aTowO3M6MToidCI7aTo0O3M6MToicCI7aTo0O3M6MToieSI7aTb2b2d263ef9eae2413442fefc87851deowO3M6MToibSI7aToyO3M6MToiZiI7aToyO3M6MToiZSI7aTo1O31zOjE6InkiO3M6MTA6IjQ5MTY3Njc0ODIiO3M6MToiYyI7aToxO3M6MzoiY2pzIjtpOjE7fQ%3D%3D,https://i4.price.ua/images/model/839/3143039/2/1/type4/hp_pavilion_15-cc502nw_2cu27ea_4200452.jpg
Ноутбук HP Pavilion 15-cc064nr (1KU16UA),17 499 грн. ,"Тип - Ноутбук
Тип процессора - Intel Core i3-7100U
Частота - 2,4 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1366x768 пикс.",https://price.ua/main/gate.html?hash=YTo0OntzOjE6InUiO2E6OTp7czoxOiJ3IjtzOjI6IjIxIjtzOjE6InMiO2k6Mjg0O3M6MToiciI7aTowO3M6MToidCI7aTo0O3M6MToicCI7aTo0O3M6MToieSI7aTb2b2d263ef9eae2413442fefc87851deowO3M6MToibSI7aToyO3M6MToiZiI7aToyO3M6MToiZSI7aTo1O31zOjE6InkiO3M6MTA6IjQ5MTY3Njc0ODEiO3M6MToiYyI7aToxO3M6MzoiY2pzIjtpOjE7fQ%3D%3D,https://i3.price.ua/images/model/839/3525272/2/1/type4/hp_pavilion_15-cc064nr_1ku16ua_4735488.jpg
Ноутбук ASUS X540NA (K540NA-KT184),10 922 грн. ,"Тип - Ноутбук
Тип процессора - Intel Celeron N3350
Частота - 1,1 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1366x768 пикс.",https://price.ua/main/gate.html?hash=YTo0OntzOjE6InUiO2E6OTp7czoxOiJ3IjtzOjI6IjIxIjtzOjE6InMiO2k6Mjg0O3M6MToiciI7aTowO3M6MToidCI7aTo0O3M6MToicCI7aTo0O3M6MToieSI7aTq17s5022q0q7501o64471sos63s4rr69owO3M6MToibSI7aToyO3M6MToiZiI7aToyO3M6MToiZSI7aTo1O31zOjE6InkiO3M6MTA6IjQ5MTY3NTE2NjkiO3M6MToiYyI7aToxO3M6MzoiY2pzIjtpOjE7fQ%3D%3D,https://i2.price.ua/images/offers/default/type2/image_not_found.png
Ноутбук Acer Swift 3 SF314-52-3862 (NX.GNUEP.006),19 406 грн. ,"Тип - Ноутбук
Тип процессора - Intel Core i3-7100U
Частота - 2,4 ГГц
Диагональ экрана - 14 дюйм.
Разрешение экрана - 1920x1080 пикс.",https://price.ua/main/gate.html?hash=YTo0OntzOjE6InUiO2E6OTp7czoxOiJ3IjtzOjI6IjIxIjtzOjE6InMiO2k6Mjg0O3M6MToiciI7aTowO3M6MToidCI7aTo0O3M6MToicCI7aTo0O3M6MToieSI7aTb2b2d263ef9eae2413442fefc87851deowO3M6MToibSI7aToyO3M6MToiZiI7aToyO3M6MToiZSI7aTo1O31zOjE6InkiO3M6MTA6IjQ5MTY3NDkzNjIiO3M6MToiYyI7aToxO3M6MzoiY2pzIjtpOjE7fQ%3D%3D,https://i2.price.ua/images/model/839/3277263/2/1/type4/acer_swift_3_sf314-52-3862_nx_gnuep_006_4408413.jpg
Ноутбук Acer Spin 1 SP111-32N-P100 (NX.GRMEP.004),16 730 грн. ,"Тип - Ноутбук
Тип процессора - Intel Pentium N4200
Частота - 1.1 ГГц
Диагональ экрана - 11.6 дюйм.
Разрешение экрана - 1920x1080 пикс.",https://price.ua/main/gate.html?hash=YTo0OntzOjE6InUiO2E6OTp7czoxOiJ3IjtzOjI6IjIxIjtzOjE6InMiO2k6Mjg0O3M6MToiciI7aTowO3M6MToidCI7aTo0O3M6MToicCI7aTo0O3M6MToieSI7aT183a6c9890f2ae74e41bc6698bf814d3owO3M6MToibSI7aToyO3M6MToiZiI7aToyO3M6MToiZSI7aTo1O31zOjE6InkiO3M6MTA6IjQ5MTY3NDkzNTYiO3M6MToiYyI7aToxO3M6MzoiY2pzIjtpOjE7fQ%3D%3D,https://i2.price.ua/images/offers/default/type2/image_not_found.png
Ноутбук Lenovo IdeaPad 320-15 (80XL03GARA),от 12 734 грн. ,"Тип - Ноутбук
Тип процессора - Intel Pentium 4415U
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1920x1080 пикс.
Объем видеопамяти - 2048 Мб",https://price.ua/lenovo/lenovo_ideapad_320-15_80xl03gara/catc839t14m3133011.html,https://i2.price.ua/images/model/839/3133011/2/1/type4/lenovo_ideapad_320-15_80xl03gara_4200716.jpg
Ноутбук HP ProBook 430 G5 (3RL39AV_V24),от 19 053 грн. ,"Тип - Ультрабук
Тип процессора - Intel Core i3-8130U
Частота - 2,2-3,4 ГГц
Диагональ экрана - 13.3 дюйм.
Разрешение экрана - 1920x1080 пикс.",https://price.ua/hp/hp_probook_430_g5_3rl39av_v24/catc839t14m3708398.html,https:/images/preload.gif
Ноутбук Lenovo V330-14 (81B0008WRA),от 18 564 грн. ,"Тип - Ноутбук
Тип процессора - Intel Core i5-8250U
Частота - 1,6-3,4 ГГц
Диагональ экрана - 14 дюйм.
Разрешение экрана - 1920x1080 пикс.",https://price.ua/lenovo/lenovo_v330-14_81b0008wra/catc839t14m3527091.html,https:/images/preload.gif
Ноутбук ASUS VivoBook X542UF-DM027 (90NB0IJ2-M00350),от 15 766 грн. ,"Тип - Ноутбук
Тип процессора - Intel Core i3-7100U
Частота - 2,4 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1920x1080 пикс.",https://price.ua/asus/asus_vivobook_x542uf-dm027_90nb0ij2-m00350/catc839t14m3522758.html,https:/images/preload.gif
Ноутбук Lenovo IdeaPad 330-15IGM (81D10091RA),от 12 535 грн. ,"Тип - Ноутбук
Тип процессора - Intel Pentium Silver N5000
Частота - 1,1-2,7 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1920x1080 пикс.",https://price.ua/lenovo/lenovo_ideapad_330-15igm_81d10091ra/catc839t14m3712617.html,https:/images/preload.gif
Ноутбук Lenovo IdeaPad 330-15 (81D100MJRA),от 12 614 грн. ,"Тип - Ноутбук
Тип процессора - Intel Pentium Silver N5000
Частота - 1,1-2,7 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1920x1080 пикс.",https://price.ua/lenovo/lenovo_ideapad_330-15_81d100mjra/catc839t14m3712324.html,https:/images/preload.gif
Ноутбук HP 250 G6 (4BD82EA),от 17 727 грн. ,"Тип - Ноутбук
Тип процессора - Intel Core i3-7130U
Частота - 2,7 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1920x1080 пикс.",https://price.ua/hp/hp_250_g6_4bd82ea/catc839t14m3649083.html,https:/images/preload.gif
Ноутбук HP 15-bs132nr (2UE60UA),19 000 грн. ,"Тип - Ноутбук
Тип процессора - Intel Core i7-8550U
Частота - 1.8-4.0 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1366x768 пикс.",https://price.ua/main/gate.html?hash=YTo0OntzOjE6InUiO2E6OTp7czoxOiJ3IjtzOjI6IjIxIjtzOjE6InMiO2k6Mjg0O3M6MToiciI7aTowO3M6MToidCI7aTo0O3M6MToicCI7aTo0O3M6MToieSI7aTq17s5022q0q7501o64471sos63s4rr69owO3M6MToibSI7aToyO3M6MToiZiI7aToyO3M6MToiZSI7aTo1O31zOjE6InkiO3M6MTA6IjQ5MTE3ODYyMzkiO3M6MToiYyI7aToxO3M6MzoiY2pzIjtpOjE7fQ%3D%3D,https:/images/preload.gif
Ноутбук Lenovo IdeaPad 320-15 (80XH00EBRA),от 13 999 грн. ,"Тип - Ноутбук
Тип процессора - 6006U
Частота - 2 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1920x1080 пикс.",https://price.ua/lenovo/lenovo_ideapad_320-15_80xh00ebra/catc839t14m3033231.html,https:/images/preload.gif
Ноутбук Acer Swift 3 SF314-51-P25X (NX.GKBEU.050),от 12 902 грн. ,"Тип - Ультрабук
Тип процессора - Intel Pentium 4405U
Частота - 2.1 ГГц
Диагональ экрана - 14 дюйм.
Разрешение экрана - 1920x1080 пикс.",https://price.ua/acer/acer_swift_3_sf314-51-p25x_nx_gkbeu_050/catc839t14m3123043.html,https:/images/preload.gif
Ноутбук Lenovo IdeaPad 320-15 (80XL041TRA),от 12 999 грн. ,"Тип - Ноутбук
Тип процессора - Intel Core i3-7130U
Частота - 2,7 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1920x1080 пикс.",https://price.ua/lenovo/lenovo_ideapad_320-15_80xl041tra/catc839t14m3526354.html,https:/images/preload.gif
Ноутбук Acer Swift 1 SF114-32-P9C8 (NX.GXREU.010),от 16 637 грн. ,"Тип - Ноутбук
Частота - 1.1-2.8 ГГц
Диагональ экрана - 14 дюйм.
Разрешение экрана - 1920x1080 пикс.
Вес - 1.4 кг",https://price.ua/acer/acer_swift_1_sf114-32-p9c8_nx_gxreu_010/catc839t14m3522057.html,https:/images/preload.gif
Ноутбук Lenovo IdeaPad 320-17 (80XM00KKRA),от 15 799 грн. ,"Тип - Ноутбук
Тип процессора - 7130U
Частота - 2.7 ГГц
Диагональ экрана - 17.3 дюйм.
Разрешение экрана - 1600x900 пикс.",https://price.ua/lenovo/lenovo_ideapad_320-17_80xm00kkra/catc839t14m3412243.html,https:/images/preload.gif
Ноутбук Lenovo IdeaPad 320-15ISK (80XH01XGRA),от 11 799 грн. ,"Тип - Ноутбук
Тип процессора - Intel Core i3-6006U
Частота - 2 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1920x1080 пикс.",https://price.ua/lenovo/lenovo_ideapad_320-15isk_80xh01xgra/catc839t14m3393732.html,https:/images/preload.gif
Ноутбук Dell Inspiron 5570 (I55F34H10DDL-6BK),от 12 999 грн. ,"Тип - Ноутбук
Тип процессора - 6006U
Частота - 2.0 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1920x1080 пикс.",https://price.ua/dell/dell_inspiron_5570_i55f34h10ddl-6bk/catc839t14m3524171.html,https:/images/preload.gif
Ноутбук ASUS VivoBook 15 X542UF-DM008 (90NB0IJ3-M00100),от 17 777 грн. ,"Тип - Ноутбук
Тип процессора - 8250U
Частота - 1.6 - 3.4  ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1920x1080 пикс.",https://price.ua/asus/asus_vivobook_15_x542uf-dm008_90nb0ij3-m00100/catc839t14m3522796.html,https:/images/preload.gif
Ноутбук Lenovo IdeaPad 320-15 (80XL02R5RA),от 16 799 грн. ,"Тип - Ноутбук
Тип процессора - 7200U
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1920x1080 пикс.
Объем видеопамяти - 2048 Мб",https://price.ua/lenovo/lenovo_ideapad_320-15_80xl02r5ra/catc839t14m3033172.html,https:/images/preload.gif
Ноутбук Lenovo IdeaPad 320-15 (80XH0234RA),от 17 110 грн. ,"Тип - Ноутбук
Тип процессора - Intel Core i3-6006U
Частота - 2 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1366x768 пикс.",https://price.ua/lenovo/lenovo_ideapad_320-15_80xh0234ra/catc839t14m3526423.html,https:/images/preload.gif
Ноутбук Acer Swift 1 SF114-32-P4PW (NX.GXUEU.010),от 15 996 грн. ,"Тип - Ноутбук
Тип процессора - N5000
Частота - 1.1-2.7 ГГц
Диагональ экрана - 14 дюйм.
Разрешение экрана - 1920x1080 пикс.",https://price.ua/acer/acer_swift_1_sf114-32-p4pw_nx_gxueu_010/catc839t14m3522619.html,https:/images/preload.gif
Ноутбук HP 250 G6 (3DN82ES),от 16 486 грн. ,"Тип - Ноутбук
Тип процессора - Intel Core i3-6006U
Частота - 2,0 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1920x1080 пикс.",https://price.ua/hp/hp_250_g6_3dn82es/catc839t14m3708243.html,https:/images/preload.gif
Ноутбук Lenovo IdeaPad 320-15 (80XL02R1RA),от 16 799 грн. ,"Тип - Ноутбук
Тип процессора - Intel Core i5-7200U
Частота - 2.5 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1920x1080 пикс.",https://price.ua/lenovo/lenovo_ideapad_320-15_80xl02r1ra/catc839t14m3132793.html,https:/images/preload.gif
Ноутбук Acer Aspire S5-371-3590 (NX.GHXEU.005),от 14 999 грн. ,"Тип - Ноутбук
Тип процессора - 7100U
Частота - 2.4 ГГц
Диагональ экрана - 13.3 дюйм.
Разрешение экрана - 1920x1080 пикс.",https://price.ua/acer/acer_aspire_s5-371-3590_nx_ghxeu_005/catc839t14m3059188.html,https:/images/preload.gif
Ноутбук Acer Aspire 3 A315-32-P93D (NX.GW4EU.012),от 12 799 грн. ,"Тип - Ноутбук
Тип процессора - Intel Pentium Silver N5000
Частота - 1,1-2,7 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1920x1080 пикс.",https://price.ua/acer/acer_aspire_3_a315-32-p93d_nx_gw4eu_012/catc839t14m3697860.html,https:/images/preload.gif
Ноутбук Acer Aspire 3 A315-53-306Z (NX.H38EU.028),от 12 999 грн. ,"Тип - Ноутбук
Тип процессора - Intel Core i3-8130U
Частота - 2,2-3,4 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1920x1080 пикс.",https://price.ua/acer/acer_aspire_3_a315-53-306z_nx_h38eu_028/catc839t14m3697862.html,https://i3.price.ua/images/model/839/3697862/2/1/type4/acer_aspire_3_a315-53-306z_nx_h38eu_028_4945359.jpg
Ноутбук Lenovo IdeaPad 320-15 (80XH022SRA),от 12 560 грн. ,"Тип - Ноутбук
Тип процессора - Intel Core i3-6006U
Частота - 2,0 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1366x768 пикс.",https://price.ua/lenovo/lenovo_ideapad_320-15_80xh022sra/catc839t14m3526430.html,https://i3.price.ua/images/model/839/3526430/2/1/type4/lenovo_ideapad_320-15_80xh022sra_4735527.jpg
Ноутбук HP 15-db0218ur (4MR78EA),от 12 818 грн. ,"Тип - Ноутбук
Тип процессора - AMD Ryzen 3 2200U
Частота - 2,5-3,4 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1920x1080 пикс.",https://price.ua/hp/hp_15-db0218ur_4mr78ea/catc839t14m3708769.html,https://i1.price.ua/images/model/839/3708769/2/1/type4/hp_15-db0218ur_4mr78ea_4945455.jpg
Ноутбук Lenovo V130-15 (81HN00ERRA),от 14 616 грн. ,"Тип - Ноутбук
Тип процессора - Intel Core i5-7200U
Частота - 2,5-3,1 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1920x1080 пикс.",https://price.ua/lenovo/lenovo_v130-15_81hn00erra/catc839t14m3712341.html,https://i3.price.ua/images/model/839/3712341/2/1/type4/lenovo_v130-15_81hn00erra_4945695.jpg
Ноутбук Lenovo IdeaPad 330-15IKB (81DC009CRA),10 299 грн. ,"Тип - Ноутбук
Тип процессора - Intel Pentium 4415U
Частота - 2,3 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1920x1080 пикс.",https://price.ua/main/gate.html?hash=YTo0OntzOjE6InUiO2E6OTp7czoxOiJ3IjtzOjI6IjIxIjtzOjE6InMiO2k6Mjg0O3M6MToiciI7aTowO3M6MToidCI7aTo0O3M6MToicCI7aTo0O3M6MToieSI7aTZDE3ZjUwMjJkMGQ3NTAxYjY0NDcxZmJmowO3M6MToibSI7aToyO3M6MToiZiI7aToyO3M6MToiZSI7aTo1O31zOjE6InkiO3M6MTA6IjQ5MTAzMzA3MjgiO3M6MToiYyI7aToxO3M6MzoiY2pzIjtpOjE7fQ%3D%3D,https://i2.price.ua/images/model/839/3712342/2/1/type4/lenovo_ideapad_330-15ikb_81dc009cra_4945139.jpg
Ноутбук Lenovo IdeaPad 330-15IKB (81DC00A7RA),от 10 299 грн. ,"Тип - Ноутбук
Тип процессора - Intel Pentium 4415U
Частота - 2,3 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1920x1080 пикс.",https://price.ua/lenovo/lenovo_ideapad_330-15ikb_81dc00a7ra/catc839t14m3712344.html,https://i1.price.ua/images/model/839/3712344/2/1/type4/lenovo_ideapad_330-15ikb_81dc00a7ra_4945614.jpg
Ноутбук Lenovo IdeaPad 330-15IKB (81DC009ERA),10 599 грн. ,"Тип - Ноутбук
Тип процессора - Intel Pentium 4415U
Частота - 2,3 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1920x1080 пикс.",https://price.ua/main/gate.html?hash=YTo0OntzOjE6InUiO2E6OTp7czoxOiJ3IjtzOjI6IjIxIjtzOjE6InMiO2k6Mjg0O3M6MToiciI7aTowO3M6MToidCI7aTo0O3M6MToicCI7aTo0O3M6MToieSI7aTq17s5022q0q7501o64471sos63s4rr69owO3M6MToibSI7aToyO3M6MToiZiI7aToyO3M6MToiZSI7aTo1O31zOjE6InkiO3M6MTA6IjQ5MTAzMzA2ODQiO3M6MToiYyI7aToxO3M6MzoiY2pzIjtpOjE7fQ%3D%3D,https://i4.price.ua/images/model/839/3712345/2/1/type4/lenovo_ideapad_330-15ikb_81dc009era_4945199.jpg
Ноутбук Lenovo IdeaPad 330-15IKBR (81DE01FSRA),от 17 060 грн. ,"Тип - Ноутбук
Тип процессора - Intel Core i3-7020
Частота - 2,3 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1920x1080 пикс.",https://price.ua/lenovo/lenovo_ideapad_330-15ikbr_81de01fsra/catc839t14m3710733.html,https://i1.price.ua/images/model/839/3710733/2/1/type4/lenovo_ideapad_330-15ikbr_81de01fsra_4945317.jpg
Ноутбук Dell Vostro 3568 (N2092WVN3568EMEA01_1905-0),от 14 368 грн. ,"Тип - Ноутбук
Тип процессора - Intel Pentium 4415U
Частота - 2,3 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1366x768 пикс.",https://price.ua/dell/dell_vostro_3568_n2092wvn3568emea01_1905-0/catc839t14m3716785.html,https:/images/preload.gif
Ноутбук HP 250 G6 (4BC85EA),от 19 999 грн. ,"Тип - Ноутбук
Тип процессора - Intel Core i3-7020U
Частота - 2,3 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1920x1080 пикс.",https://price.ua/hp/hp_250_g6_4bc85ea/catc839t14m3649079.html,https:/images/preload.gif
Ноутбук Dell Vostro 3568 (N2092WVN3568EMEA01_1905_U),от 10 741 грн. ,"Тип - Ноутбук
Тип процессора - Intel Pentium 4415U
Частота - 2,3 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1366x768 пикс.",https://price.ua/dell/dell_vostro_3568_n2092wvn3568emea01_1905_u/catc839t14m3716787.html,https:/images/preload.gif
Ноутбук ASUS X541UA (X541UA-BS51T-CB),от 13 527 грн. ,"Тип - Ноутбук
Тип процессора - Intel Core i5-7200U
Частота - 2,5-3,1 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1366x768 пикс.",https://price.ua/asus/asus_x541ua_x541ua-bs51t-cb/catc839t14m3706600.html,https:/images/preload.gif
