name,price,description,link,photo link
Ноутбук HP 15-db0224ur (4MQ53EA),от 13 299 грн. ,"Тип - Ноутбук
Тип процессора - AMD A9-9425
Частота - 3,1-3,7 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1920x1080 пикс.",https://price.ua/hp/hp_15-db0224ur_4mq53ea/catc839t14m3708271.html,https:/images/preload.gif
Ноутбук Dell Vostro 3568 (N028VN3568_UBU),от 10 800 грн. ,"Тип - Ноутбук
Тип процессора - 6006U
Частота - 2 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1366x768 пикс.",https://price.ua/dell/dell_vostro_3568_n028vn3568_ubu/catc839t14m3388257.html,https:/images/preload.gif
Ноутбук Acer Aspire 5 A515-51G-72LN (NX.GVLEU.036),от 19 939 грн. ,"Тип - Ноутбук
Тип процессора - Intel Core i7-7500U
Частота - 2,7 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1920x1080 пикс.",https://price.ua/acer/acer_aspire_5_a515-51g-72ln_nx_gvleu_036/catc839t14m3522054.html,https:/images/preload.gif
Ноутбук Lenovo IdeaPad V110-15 (80TL018CRA),от 12 460 грн. ,"Тип - Ноутбук
Тип процессора - 6006U
Частота - 2 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1366x768 пикс.",https://price.ua/lenovo/lenovo_ideapad_v110-15_80tl018cra/catc839t14m3034552.html,https:/images/preload.gif
Ноутбук Lenovo V320-17IKB (81B60008RA),от 13 009 грн. ,"Тип - Ноутбук
Тип процессора - Intel Core i3-6006U
Частота - 2 ГГц
Диагональ экрана - 17.3 дюйм.
Разрешение экрана - 1920x1080 пикс.",https://price.ua/lenovo/lenovo_v320-17ikb_81b60008ra/catc839t14m3393923.html,https:/images/preload.gif
Ноутбук HP ProBook 650 G2 (T9E24AW),16 829 грн. ,"Тип - Ноутбук
Тип процессора - Intel Core i5-6300U
Частота - 2,4-3,0 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1366x768 пикс.",https://price.ua/main/gate.html?hash=YTo0OntzOjE6InUiO2E6OTp7czoxOiJ3IjtzOjI6IjIxIjtzOjE6InMiO2k6Mjg0O3M6MToiciI7aTowO3M6MToidCI7aTo0O3M6MToicCI7aTo0O3M6MToieSI7aTZDE3ZjUwMjJkMGQ3NTAxYjY0NDcxZmJmowO3M6MToibSI7aToyO3M6MToiZiI7aToyO3M6MToiZSI7aTo1O31zOjE6InkiO3M6MTA6IjQ4OTEzNDExODkiO3M6MToiYyI7aToxO3M6MzoiY2pzIjtpOjE7fQ%3D%3D,https:/images/preload.gif
Ноутбук HP Pavilion 15-cc055od (2DS86UA),от 16 213 грн. ,"Тип - Ноутбук
Тип процессора - 7500U
Частота - 2.7 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1366x768 пикс.",https://price.ua/hp/hp_pavilion_15-cc055od_2ds86ua/catc839t14m3151970.html,https:/images/preload.gif
Ноутбук Acer Aspire 1 A111-31-P429 (NX.GXAEU.008),10 032 грн. ,"Тип - Ноутбук
Тип процессора - N5000
Частота - 1.1 - 2.7 ГГц
Диагональ экрана - 11.6 дюйм.
Разрешение экрана - 1366x768 пикс.",https://price.ua/main/gate.html?hash=YTo0OntzOjE6InUiO2E6OTp7czoxOiJ3IjtzOjI6IjIxIjtzOjE6InMiO2k6Mjg0O3M6MToiciI7aTowO3M6MToidCI7aTo0O3M6MToicCI7aTo0O3M6MToieSI7aTq17s5022q0q7501o64471sos63s4rr69owO3M6MToibSI7aToyO3M6MToiZiI7aToyO3M6MToiZSI7aTo1O31zOjE6InkiO3M6MTA6IjQ4OTEwNDM3MzkiO3M6MToiYyI7aToxO3M6MzoiY2pzIjtpOjE7fQ%3D%3D,https:/images/preload.gif
Ноутбук ASUS VivoBook 15 X540BP-DM048 (90NB0IZ1-M00580),от 10 715 грн. ,"Тип - Ноутбук
Тип процессора - AMD A6 9225
Частота - 2,6-3,0 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1920x1080 пикс.",https://price.ua/asus/asus_vivobook_15_x540bp-dm048_90nb0iz1-m00580/catc839t14m3705708.html,https:/images/preload.gif
Ноутбук Acer Swift 1 SF114-32-P2J0 (NX.GZLEU.008),от 15 280 грн. ,"Тип - Ультрабук
Тип процессора - Intel Pentium Silver N5000
Частота - 1,1-2,7 ГГц
Диагональ экрана - 14 дюйм.
Разрешение экрана - 1920x1080 пикс.",https://price.ua/acer/acer_swift_1_sf114-32-p2j0_nx_gzleu_008/catc839t14m3522072.html,https:/images/preload.gif
Ноутбук Lenovo IdeaPad 330-15IKBR (81DE01FWRA),от 17 975 грн. ,"Тип - Ноутбук
Тип процессора - Intel Core i5-8250U
Частота - 1,6-3,4 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1920x1080 пикс.",https://price.ua/lenovo/lenovo_ideapad_330-15ikbr_81de01fwra/catc839t14m3710600.html,https:/images/preload.gif
Ноутбук ASUS VivoBook 15 X540UB-DM249 (90NB0IM3-M03410),от 12 642 грн. ,"Тип - Ноутбук
Тип процессора - Intel Core i3-6006U
Частота - 2,0 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1920x1080 пикс.",https://price.ua/asus/asus_vivobook_15_x540ub-dm249_90nb0im3-m03410/catc839t14m3705005.html,https:/images/preload.gif
Ноутбук Acer Extensa EX2540-3154 (NX.EFHEU.013),от 15 738 грн. ,"Тип - Ноутбук
Тип процессора - Intel Core i3-6006U
Частота - 2,0 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1366x768 пикс.",https://price.ua/acer/acer_extensa_ex2540-3154_nx_efheu_013/catc839t14m3656258.html,https:/images/preload.gif
Ноутбук Lenovo IdeaPad V110-15IKB (80TH0015RA),18 440 грн. ,"Тип - Ноутбук
Тип процессора - Intel Core i5-7200U
Частота - 2,5 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1366x768 пикс.",https://price.ua/main/gate.html?hash=YTo0OntzOjE6InUiO2E6OTp7czoxOiJ3IjtzOjI6IjIxIjtzOjE6InMiO2k6Mjg0O3M6MToiciI7aTowO3M6MToidCI7aTo0O3M6MToicCI7aTo0O3M6MToieSI7aTb2b2d263ef9eae2413442fefc87851deowO3M6MToibSI7aToyO3M6MToiZiI7aToyO3M6MToiZSI7aTo1O31zOjE6InkiO3M6MTA6IjQ4ODg0NTg1NzAiO3M6MToiYyI7aToxO3M6MzoiY2pzIjtpOjE7fQ%3D%3D,https:/images/preload.gif
Ноутбук HP 250 G6 (2EV99ES),18 900 грн. ,"Тип - Ноутбук
Тип процессора - Intel Core i7-7500U
Частота - 2,7 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1920x1080 пикс.",https://price.ua/main/gate.html?hash=YTo0OntzOjE6InUiO2E6OTp7czoxOiJ3IjtzOjI6IjIxIjtzOjE6InMiO2k6Mjg0O3M6MToiciI7aTowO3M6MToidCI7aTo0O3M6MToicCI7aTo0O3M6MToieSI7aTb2b2d263ef9eae2413442fefc87851deowO3M6MToibSI7aToyO3M6MToiZiI7aToyO3M6MToiZSI7aTo1O31zOjE6InkiO3M6MTA6IjQ4ODg0NTg1MzkiO3M6MToiYyI7aToxO3M6MzoiY2pzIjtpOjE7fQ%3D%3D,https:/images/preload.gif
Ноутбук HP 250 G5 Z2X96ES,15 950 грн. ,"Тип - Ноутбук
Тип процессора - Intel Core i7-6500U
Частота - 2.5 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1920x1080 пикс.",https://price.ua/main/gate.html?hash=YTo0OntzOjE6InUiO2E6OTp7czoxOiJ3IjtzOjI6IjIxIjtzOjE6InMiO2k6Mjg0O3M6MToiciI7aTowO3M6MToidCI7aTo0O3M6MToicCI7aTo0O3M6MToieSI7aTq17s5022q0q7501o64471sos63s4rr69owO3M6MToibSI7aToyO3M6MToiZiI7aToyO3M6MToiZSI7aTo1O31zOjE6InkiO3M6MTA6IjQ4ODg0NTg1MjIiO3M6MToiYyI7aToxO3M6MzoiY2pzIjtpOjE7fQ%3D%3D,https:/images/preload.gif
Ноутбук Dell Inspiron 3567 (I3554S2DDL-63B),16 500 грн. ,"Тип - Ноутбук
Тип процессора - 7200U
Частота - 2.5 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1920x1080 пикс.",https://price.ua/main/gate.html?hash=YTo0OntzOjE6InUiO2E6OTp7czoxOiJ3IjtzOjI6IjIxIjtzOjE6InMiO2k6Mjg0O3M6MToiciI7aTowO3M6MToidCI7aTo0O3M6MToicCI7aTo0O3M6MToieSI7aTb2b2d263ef9eae2413442fefc87851deowO3M6MToibSI7aToyO3M6MToiZiI7aToyO3M6MToiZSI7aTo1O31zOjE6InkiO3M6MTA6IjQ4ODg0NTgzODIiO3M6MToiYyI7aToxO3M6MzoiY2pzIjtpOjE7fQ%3D%3D,https:/images/preload.gif
Ноутбук Dell Vostro 5568 (N040VN5568EMEA01_P),18 400 грн. ,"Тип - Ноутбук
Тип процессора - Intel Core i5-7200U
Частота - 2.5 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1366x768 пикс.",https://price.ua/main/gate.html?hash=YTo0OntzOjE6InUiO2E6OTp7czoxOiJ3IjtzOjI6IjIxIjtzOjE6InMiO2k6Mjg0O3M6MToiciI7aTowO3M6MToidCI7aTo0O3M6MToicCI7aTo0O3M6MToieSI7aTb2b2d263ef9eae2413442fefc87851deowO3M6MToibSI7aToyO3M6MToiZiI7aToyO3M6MToiZSI7aTo1O31zOjE6InkiO3M6MTA6IjQ4ODg0NTgzNzQiO3M6MToiYyI7aToxO3M6MzoiY2pzIjtpOjE7fQ%3D%3D,https:/images/preload.gif
Ноутбук Acer Aspire E5-576G-56ZP (NX.GTZEU.018),от 19 400 грн. ,"Тип - Ноутбук
Тип процессора - 7200U
Частота - 2,5-3,1 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1920x1080 пикс.",https://price.ua/acer/acer_aspire_e_15_e5-576g-56zp_nx_gtzeu_018/catc839t14m3385770.html,https:/images/preload.gif
Ноутбук ASUS VivoBook Max K541UA (K541UA-GQ609T),13 370 грн. ,"Тип - Ноутбук
Тип процессора - 7200U
Частота - 2.5 ГГц
Разрешение экрана - 1366x768 пикс.
Вес - 1 кг",https://price.ua/main/gate.html?hash=YTo0OntzOjE6InUiO2E6OTp7czoxOiJ3IjtzOjI6IjIxIjtzOjE6InMiO2k6Mjg0O3M6MToiciI7aTowO3M6MToidCI7aTo0O3M6MToicCI7aTo0O3M6MToieSI7aTq17s5022q0q7501o64471sos63s4rr69owO3M6MToibSI7aToyO3M6MToiZiI7aToyO3M6MToiZSI7aTo1O31zOjE6InkiO3M6MTA6IjQ4ODg0NTgyNjkiO3M6MToiYyI7aToxO3M6MzoiY2pzIjtpOjE7fQ%3D%3D,https://i1.price.ua/images/model/839/3523774/2/1/type4/asus_vivobook_max_k541ua_k541ua-gq609t_4740348.jpg
Ноутбук ASUS VivoBook X507UA (X507UA-EJ054),от 12 020 грн. ,"Тип - Ноутбук
Тип процессора - 6006U
Частота - 2 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1920x1080 пикс.",https://price.ua/asus/asus_vivobook_x507ua_x507ua-ej054/catc839t14m3426016.html,https://i2.price.ua/images/model/839/3426016/2/1/type4/asus_vivobook_x507ua_x507ua-ej054_4641934.jpg
Ноутбук Lenovo IdeaPad 320-15 (80XR00V5RA),от 11 364 грн. ,"Тип - Ноутбук
Тип процессора - N4200
Частота - 1.1 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1920x1080 пикс.",https://price.ua/lenovo/lenovo_ideapad_320-15_80xr00v5ra/catc839t14m3033227.html,https://i2.price.ua/images/model/839/3033227/2/1/type4/lenovo_ideapad_320-15_80xr00v5ra_3951975.jpg
Ноутбук Lenovo IdeaPad 320-15 (80XL0420RA),15 999 грн. ,"Тип - Ноутбук
Тип процессора - 7130U
Частота - 2.7 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1920x1080 пикс.",https://price.ua/main/gate.html?hash=YTo0OntzOjE6InUiO2E6OTp7czoxOiJ3IjtzOjI6IjIxIjtzOjE6InMiO2k6Mjg0O3M6MToiciI7aTowO3M6MToidCI7aTo0O3M6MToicCI7aTo0O3M6MToieSI7aTZDE3ZjUwMjJkMGQ3NTAxYjY0NDcxZmJmowO3M6MToibSI7aToyO3M6MToiZiI7aToyO3M6MToiZSI7aTo1O31zOjE6InkiO3M6MTA6IjQ4ODc0ODUxNDEiO3M6MToiYyI7aToxO3M6MzoiY2pzIjtpOjE7fQ%3D%3D,https://i4.price.ua/images/model/839/3527280/2/1/type4/lenovo_ideapad_320-15_80xl0420ra_4740640.jpg
Ноутбук Acer Aspire E5-576 (NX.GRSEU.010),от 13 963 грн. ,"Тип - Ноутбук
Тип процессора - i3-6006U
Частота - 2 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1920x1080 пикс.",https://price.ua/acer/acer_aspire_e_15_e5-576_nx_grseu_010/catc839t14m3148432.html,https://i4.price.ua/images/model/839/3148432/2/1/type4/acer_aspire_e_15_e5-576_nx_grseu_010_4580424.jpg
Ноутбук Lenovo IdeaPad 320S-13IKB (81AK00EQRA),от 19 777 грн. ,"Тип - Ноутбук
Тип процессора - Intel Core i3-7020U
Частота - 2,3 ГГц
Диагональ экрана - 13.3 дюйм.
Разрешение экрана - 1920x1080 пикс.",https://price.ua/lenovo/lenovo_ideapad_320s-13ikb_81ak00eqra/catc839t14m3712355.html,https://i3.price.ua/images/model/839/3712355/2/1/type4/lenovo_ideapad_320s-13ikb_81ak00eqra_4944941.jpg
Ноутбук ASUS VivoBook X540NV-GQ044 (90NB0HM1-M01040),10 403 грн. ,"Тип - Ноутбук
Тип процессора - Intel Celeron N3350
Частота - 1,1-2,4 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1366x768 пикс.",https://price.ua/main/gate.html?hash=YTo0OntzOjE6InUiO2E6OTp7czoxOiJ3IjtzOjI6IjIxIjtzOjE6InMiO2k6Mjg0O3M6MToiciI7aTowO3M6MToidCI7aTo0O3M6MToicCI7aTo0O3M6MToieSI7aTb2b2d263ef9eae2413442fefc87851deowO3M6MToibSI7aToyO3M6MToiZiI7aToyO3M6MToiZSI7aTo1O31zOjE6InkiO3M6MTA6IjQ4ODQ5ODM5MjAiO3M6MToiYyI7aToxO3M6MzoiY2pzIjtpOjE7fQ%3D%3D,https://i4.price.ua/images/model/839/3522733/2/1/type4/asus_vivobook_x540nv-gq044_90nb0hm1-m01040_4735307.jpg
Ноутбук ASUS VivoBook X540MB (X540MB-DM011),от 11 590 грн. ,"Тип - Ноутбук
Тип процессора - Intel Pentium N5000
Частота - 1,1-2,7 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1920x1080 пикс.",https://price.ua/asus/asus_vivobook_x540mb_x540mb-dm011/catc839t14m3705715.html,https://i1.price.ua/images/model/839/3705715/2/1/type4/asus_vivobook_x540mb_x540mb-dm011_4944757.jpg
Ноутбук HP 15-ab002ur M3Z67EA,12 000 грн. ,"Тип - Ноутбук
Тип процессора - Intel Core i3-5010U
Частота - 2.1 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1366x768 пикс.",https://price.ua/main/gate.html?hash=YTo0OntzOjE6InUiO2E6OTp7czoxOiJ3IjtzOjI6IjIxIjtzOjE6InMiO2k6Mjg0O3M6MToiciI7aTowO3M6MToidCI7aTo0O3M6MToicCI7aTo0O3M6MToieSI7aTZDE3ZjUwMjJkMGQ3NTAxYjY0NDcxZmJmowO3M6MToibSI7aToyO3M6MToiZiI7aToyO3M6MToiZSI7aTo1O31zOjE6InkiO3M6MTA6IjQ4ODI2NTQ5NDEiO3M6MToiYyI7aToxO3M6MzoiY2pzIjtpOjE7fQ%3D%3D,https:/images/preload.gif
Ноутбук Lenovo IdeaPad 320S-13 (81AK00AFRA),от 16 599 грн. ,"Тип - Ультрабук
Тип процессора - Intel Core i3-7100U
Частота - 2,4 ГГц
Диагональ экрана - 13.3 дюйм.
Разрешение экрана - 1920x1080 пикс.",https://price.ua/lenovo/lenovo_ideapad_320s-13_81ak00afra/catc839t14m3269525.html,https:/images/preload.gif
Ноутбук Lenovo IdeaPad 330-15IGM (81D100HDRA),10 004 грн. ,"Тип - Ноутбук
Тип процессора - Intel Pentium Silver N5000
Частота - 1,1-2,7 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1920x1080 пикс.",https://price.ua/main/gate.html?hash=YTo0OntzOjE6InUiO2E6OTp7czoxOiJ3IjtzOjI6IjIxIjtzOjE6InMiO2k6Mjg0O3M6MToiciI7aTowO3M6MToidCI7aTo0O3M6MToicCI7aTo0O3M6MToieSI7aTb2b2d263ef9eae2413442fefc87851deowO3M6MToibSI7aToyO3M6MToiZiI7aToyO3M6MToiZSI7aTo1O31zOjE6InkiO3M6MTA6IjQ4NzgzNTM4OTIiO3M6MToiYyI7aToxO3M6MzoiY2pzIjtpOjE7fQ%3D%3D,https:/images/preload.gif
Ноутбук Dell Inspiron 15 5570 (I5534S2DDL-80B),13 710 грн. ,"Тип - Ноутбук
Тип процессора - 6006U
Частота - 2 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1920x1080 пикс.",https://price.ua/main/gate.html?hash=YTo0OntzOjE6InUiO2E6OTp7czoxOiJ3IjtzOjI6IjIxIjtzOjE6InMiO2k6Mjg0O3M6MToiciI7aTowO3M6MToidCI7aTo0O3M6MToicCI7aTo0O3M6MToieSI7aT183a6c9890f2ae74e41bc6698bf814d3owO3M6MToibSI7aToyO3M6MToiZiI7aToyO3M6MToiZSI7aTo1O31zOjE6InkiO3M6MTA6IjQ4Nzc0MzI5ODIiO3M6MToiYyI7aToxO3M6MzoiY2pzIjtpOjE7fQ%3D%3D,https:/images/preload.gif
Ноутбук Dell Inspiron 5567 (I5567-5457GRY),18 174 грн. ,"Тип - Ноутбук
Тип процессора - 7500U
Частота - 2.7 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1920x1080 пикс.",https://price.ua/main/gate.html?hash=YTo0OntzOjE6InUiO2E6OTp7czoxOiJ3IjtzOjI6IjIxIjtzOjE6InMiO2k6Mjg0O3M6MToiciI7aTowO3M6MToidCI7aTo0O3M6MToicCI7aTo0O3M6MToieSI7aT183a6c9890f2ae74e41bc6698bf814d3owO3M6MToibSI7aToyO3M6MToiZiI7aToyO3M6MToiZSI7aTo1O31zOjE6InkiO3M6MTA6IjQ4NzY2NzUzMjciO3M6MToiYyI7aToxO3M6MzoiY2pzIjtpOjE7fQ%3D%3D,https:/images/preload.gif
Ноутбук Lenovo IdeaPad 330-15IGM (81D100HFRA),от 12 299 грн. ,"Тип - Ноутбук
Тип процессора - Intel Pentium Silver N5000
Частота - 1,1-2,7 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1920x1080 пикс.",https://price.ua/lenovo/lenovo_ideapad_330-15igm_81d100hfra/catc839t14m3712329.html,https:/images/preload.gif
Ноутбук Lenovo IdeaPad 530S-15IKB (81EV007TRA),от 19 988 грн. ,"Тип - Ноутбук
Тип процессора - Intel Core i3-8130U
Частота - 2,2-3,4 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1920x1080 пикс.",https://price.ua/lenovo/lenovo_ideapad_530s-15ikb_81ev007tra/catc839t14m3710637.html,https:/images/preload.gif
Ноутбук ASUS VivoBook Flip 12 TP203MAH-BP015T (90NB0J31-M00410),от 15 899 грн. ,"Тип - Ноутбук
Тип процессора - Intel Pentium Silver N5000
Частота - 1,1-2,7 ГГц
Диагональ экрана - 11.6 дюйм.
Разрешение экрана - 1366x768 пикс.",https://price.ua/asus/asus_vivobook_flip_12_tp203mah-bp015t_90nb0j31-m00410/catc839t14m3704893.html,https:/images/preload.gif
Ноутбук HP 250 G6 1WY41EA,10 770 грн. ,"Тип - Ноутбук
Тип процессора - 6006U
Частота - 2 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1366x768 пикс.",https://price.ua/main/gate.html?hash=YTo0OntzOjE6InUiO2E6OTp7czoxOiJ3IjtzOjI6IjIxIjtzOjE6InMiO2k6Mjg0O3M6MToiciI7aTowO3M6MToidCI7aTo0O3M6MToicCI7aTo0O3M6MToieSI7aTq17s5022q0q7501o64471sos63s4rr69owO3M6MToibSI7aToyO3M6MToiZiI7aToyO3M6MToiZSI7aTo1O31zOjE6InkiO3M6MTA6IjQ4NzI3OTA0MDAiO3M6MToiYyI7aToxO3M6MzoiY2pzIjtpOjE7fQ%3D%3D,https:/images/preload.gif
Ноутбук Acer Aspire 3 A315-51 (NX.GNPEU.071),от 12 850 грн. ,"Тип - Ноутбук
Тип процессора - Intel Core i3-7020U
Частота - 2,3 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1920x1080 пикс.",https://price.ua/acer/acer_aspire_3_a315-51_nx_gnpeu_071/catc839t14m3521968.html,https:/images/preload.gif
Ноутбук ASUS VivoBook X540UB (X540UB-DM022),от 12 599 грн. ,"Тип - Ноутбук
Тип процессора - Intel Core i3-6006U
Частота - 2,0 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1920x1080 пикс.",https://price.ua/asus/asus_vivobook_x540ub_x540ub-dm022/catc839t14m3705004.html,https:/images/preload.gif
Ноутбук Lenovo IdeaPad 330-15IKB (81DC009KRA),от 15 999 грн. ,"Тип - Ноутбук
Тип процессора - Intel Core i5-7200U
Частота - 2,5-3,1 ГГц
Диагональ экрана - 15.6 дюйм.
Разрешение экрана - 1920x1080 пикс.",https://price.ua/lenovo/lenovo_ideapad_330-15ikb_81dc009kra/catc839t14m3710601.html,https:/images/preload.gif
